question|answer
"A lot of reading, if you keep up you will be fine. The lectures are pretty interesting and she is pretty engaging. Participation is mandatory but if you're an introvert she was considerate and created a discussion board for you to get your weekly participation credit so you don't have to speak up in class. She cares about her students too."| "0.5, -0.0"
"There are lots of homework, essay writing, readings from different centuries."| "0.0, -1.0"
"Dr. Smith is great! She leads the discussions very well, and she is passionate about what she teaches. She is also accessible outside of the class. I would not recommend taking this class for core requirements but take it if you are interested in the topic and good at reading/writing. This was one of my hardest classes this semester."| "0.5, -1.0"
"The class is mostly reading and discussions, with one big essay at the end. There are questions on the reading but you don't have to do it for every reading; there's lots of wiggle room. Prof Smith is very good at leading discussions without forcing people to speak. Overall great prof and relatively easy class as far as honors goes"| "1.0, -0.0"
"I really don't recommend taking her class if you don't like reading a lot and participating in class discussions. Her grading doesn't make sense. She doesn't give extra credits. You read chapters from 2 different books every week."| "-1.0, -1.0"
"Dont take her if you want a good grade lol"| "-1.0, -1.0"
"hear me out and DO NOT take this woman if you're just taking this class for core ed requirements/are bad at writing she will pick apart your work and will find any chance to give you a lower grade, just please dont take her unless you're amazing at writing/comprehension or this class is needed for your major, just dont. dont even think about it"| "-1.0, 1.0"
"Amazing professor! Facilitates discussion very well, always makes people feel like their thoughts matter, gives thorough comments on all papers & reading questions. The class is very very reading and writing heavy, either 1/2 a novel or a dense academic paper every class. Tests, 8 Reading questions (1 page) and 2 papers (5-7 pages) + presentation"| "1.0, -0.5"
"Her class is super easy, she gives out papers but there like a page long which is based on the reading. She's an easy grader and her tests aren't hard at all. def should take her!"| "1.0, 1.0"
"Really, nice, understandable, and knowledgeable. Leads group discussions well. Main problem I had is that I got C's on most of my exams and papers. She was happy to explain her grading but I never actually understood what she was talking about. Would highly recommend but only if you know you like reading and history, otherwise take someone easier."| "0.5, -0.5"
"This course is work and time-intensive. There is a lot of reading and writing. But, Dr. Smith is insightful, and extremely helpful if you ask; put in the effort, and ask for help. Lecture quality will vary highly depending on the students in the class. Gives the grades you deserve, whether or not it's good. Expect to work."| "1.0, -0.5"
"Interesting guided discussions in class. Most books are fairly interesting. Gives good feedback if you ask. Very encouraging."| "1.0, -0.5"
"Dr. Smith is AMAZING. Her class is discussion-based with reading done before class, so if you don't like discussions then this is NOT the class for you. The papers are tough but she works with you, the exams are pretty easy, and she is all-around a fantastic and interesting professor, and the class was incredibly interesting as well!"| "1.0, -0.5"
"Dr. Smith is a great professor who really, really loves teaching. I was in her honors section  and there was a lot of reading and a lot of discussion.   I am a trans student and even though I didn't pass at the time she still used my correct name and pronouns."| "1.0, -0.0"
"Dr. Smith's lectures are so fascinating, passionate, and hilarious you will want to come to class. There is a lot of reading, but if you happen to skip a few you probably won't be penalized, so don't forgo the class bc of the reading. Her review papers are a bit tough, but the exams are pretty straight forward. She's intriguing to talk to!"| "0.75, 0.5"
